"Date","Price","Open","High","Low","Vol.","Change %"
"May 08, 2018","141.00","139.00","141.00","139.00","2.66M","1.29%"
"May 07, 2018","139.20","139.00","140.00","138.60","664.17K","0.14%"
"May 04, 2018","139.00","138.40","140.00","138.00","2.62M","0.51%"
"May 03, 2018","138.30","141.80","141.80","138.10","1.54M","-0.50%"
"May 02, 2018","139.00","140.50","144.50","138.40","1.88M","-1.07%"
"Apr 30, 2018","140.50","138.20","143.30","138.20","3.07M","1.59%"
"Apr 27, 2018","138.30","138.00","139.50","137.60","6.89M","0.51%"
"Apr 26, 2018","137.60","132.00","137.60","131.70","721.32K","2.92%"
"Apr 25, 2018","133.70","134.30","136.30","131.90","387.50K","-0.37%"
"Apr 24, 2018","134.20","138.90","139.90","134.20","1.47M","-2.04%"
"Apr 23, 2018","137.00","140.00","140.00","137.00","316.82K","-0.72%"
"Apr 20, 2018","138.00","140.00","140.00","138.00","757.08K","0.00%"
"Apr 19, 2018","138.00","140.00","140.10","136.50","2.03M","-1.43%"
"Apr 18, 2018","140.00","136.40","140.40","136.40","4.14M","2.64%"
"Apr 17, 2018","136.40","142.00","142.00","136.30","1.34M","-4.62%"
"Apr 16, 2018","143.00","144.50","145.00","141.60","704.46K","-1.38%"
"Apr 13, 2018","145.00","146.90","146.90","144.60","585.69K","-0.68%"
"Apr 12, 2018","146.00","145.40","147.00","145.00","697.43K","0.41%"
"Apr 11, 2018","145.40","147.00","147.00","144.50","764.70K","0.28%"
"Apr 10, 2018","145.00","143.10","146.00","143.00","1.22M","1.40%"
"Apr 06, 2018","143.00","150.00","150.80","143.00","1.63M","-4.67%"
"Apr 05, 2018","150.00","150.90","150.90","149.70","207.23K","0.00%"
"Apr 04, 2018","150.00","150.00","151.80","149.20","646.48K","1.01%"
"Apr 03, 2018","148.50","150.70","151.70","148.50","839.63K","-1.98%"
"Apr 02, 2018","151.50","152.00","152.00","150.50","725.28K","-0.33%"
"Mar 28, 2018","152.00","150.00","152.00","149.10","887.05K","0.40%"
"Mar 27, 2018","151.40","150.00","151.40","148.90","663.88K","1.07%"
"Mar 26, 2018","149.80","149.90","150.00","145.10","701.18K","-0.13%"
"Mar 23, 2018","150.00","149.60","152.00","145.60","628.95K","-1.32%"
"Mar 22, 2018","152.00","149.70","152.00","149.50","802.58K","1.54%"
"Mar 21, 2018","149.70","150.00","150.00","147.10","4.54M","-0.20%"
"Mar 20, 2018","150.00","149.00","151.00","146.50","1.09M","-0.66%"
"Mar 19, 2018","151.00","149.90","151.00","144.00","438.87K","0.67%"
"Mar 16, 2018","150.00","149.40","151.00","142.80","2.27M","2.04%"
"Mar 15, 2018","147.00","152.00","152.00","147.00","853.07K","-3.61%"
"Mar 14, 2018","152.50","150.80","152.50","149.60","521.46K","1.67%"
"Mar 13, 2018","150.00","150.00","150.80","149.90","953.54K","0.00%"
"Mar 12, 2018","150.00","152.00","152.00","149.60","729.45K","0.00%"
"Mar 09, 2018","150.00","149.40","151.90","149.40","222.17K","0.00%"
"Mar 08, 2018","150.00","149.80","151.90","149.80","633.77K","-1.25%"
"Mar 07, 2018","151.90","152.40","152.40","149.50","901.27K","0.86%"
"Mar 06, 2018","150.60","152.00","153.70","150.20","725.34K","-2.14%"
"Mar 05, 2018","153.90","153.00","153.90","149.50","1.53M","0.59%"
"Mar 02, 2018","153.00","149.00","153.00","148.50","646.50K","2.55%"
"Mar 01, 2018","149.20","148.50","154.50","148.50","820.22K","0.13%"
"Feb 28, 2018","149.00","151.00","155.00","145.00","1.36M","-1.32%"
"Feb 27, 2018","151.00","145.10","151.00","145.10","1.03M","4.14%"
"Feb 26, 2018","145.00","141.80","146.00","140.00","1.33M","1.40%"
"Feb 23, 2018","143.00","146.00","146.20","142.00","2.24M","-2.05%"
"Feb 22, 2018","146.00","147.60","150.00","145.60","2.48M","-0.14%"
"Feb 21, 2018","146.20","151.50","151.50","145.50","3.26M","-2.86%"
"Feb 20, 2018","150.50","151.49","152.38","149.31","1.39M","-0.65%"
"Feb 19, 2018","151.49","151.49","153.87","150.60","1.79M","-0.33%"
"Feb 15, 2018","151.99","154.66","154.66","150.50","939.15K","-1.66%"
"Feb 14, 2018","154.56","154.36","154.66","153.57","1.70M","0.00%"
"Feb 13, 2018","154.56","154.56","154.96","153.67","674.17K","0.13%"
"Feb 12, 2018","154.36","156.44","158.32","153.97","1.06M","-2.30%"
"Feb 09, 2018","158.00","161.00","161.80","155.00","1.18M","-2.47%"
"Feb 08, 2018","162.00","165.80","166.00","162.00","1.02M","-2.29%"
"Feb 07, 2018","165.80","160.00","165.80","159.00","1.21M","5.67%"
"Feb 06, 2018","156.90","155.00","156.90","150.10","1.31M","-0.06%"
"Feb 05, 2018","157.00","161.00","161.00","154.30","1.72M","-3.21%"
"Feb 02, 2018","162.20","160.00","162.50","159.60","835.24K","1.06%"
"Feb 01, 2018","160.50","159.70","161.00","159.20","1.76M","-0.50%"
"Jan 31, 2018","161.30","163.00","163.40","161.30","1.48M","-1.29%"
"Jan 30, 2018","163.40","170.40","171.00","162.50","1.80M","-4.05%"
"Jan 29, 2018","170.30","169.00","170.30","168.50","1.19M","-0.41%"
"Jan 26, 2018","171.00","169.70","171.00","169.50","836.63K","0.77%"
"Jan 25, 2018","169.70","169.50","170.50","168.60","1.13M","-0.18%"
"Jan 24, 2018","170.00","169.00","171.00","168.80","1.73M","0.59%"
"Jan 23, 2018","169.00","169.00","169.00","168.10","1.14M","0.00%"
"Jan 22, 2018","169.00","167.20","170.30","167.20","846.84K","-0.59%"
"Jan 19, 2018","170.00","168.10","171.20","166.60","780.37K","0.77%"
"Jan 18, 2018","168.70","167.40","173.00","167.20","1.44M","-0.41%"
"Jan 17, 2018","169.40","164.10","169.40","164.10","1.85M","2.05%"
